"lang"
{
"Language"	"german"
"asw_weapon_laser_mines"	"Laser-Tretmine"
"asw_weaponl_laser_mines"	"ML30 Laser-Tretmine"
"asw_weapon_laser_mines_attributes"	"An Wänden montierbar"
"asw_weapon_t75"	"T75"
"asw_weaponl_t75"	"T75 Sprengstoff"
"asw_weapon_t75_attributes"	"Sprengt Türen"
"asw_weapon_damage_amp"	"Schadensverstärker"
"asw_weaponl_damage_amp"	"X33 Schadensverstärker"
"asw_weapon_damage_amp_attributes"	"x2 Schadensaura"
"asw_weapon_hornet_barrage"	"Hornissen-Sperrfeuer"
"asw_weaponl_hornet_barrage"	"Hornissen-Sperrfeuer"
"asw_weapon_hornet_barrage_attributes"	"Zielsuchende Raketen"
"asw_weapon_smart_bomb"	"Lenkbombe"
"asw_weaponl_smart_bomb"	"MTD6 Lenkbomben"
"asw_weapon_smart_bomb_attributes"	"Raketensturm, Einmalige Benutzung"
"asw_weapon_mining_laser"	"Bergbau-Laser"
"asw_weaponl_mining_laser"	"Bergbau-Laser"
"asw_weapon_mining_laster_attributes"	"Zerstört Geröll"
"asw_weapon_pdw"	"PDW"
"asw_weaponl_pdw"	"K80 Persönliche Defensivwaffe"
"asw_weapon_pdw_attributes"	"Hoher Munitionsverbrauch"
"asw_weapon_pistol"	"Doppel-Pistolen"
"asw_weaponl_pistol"	"M73 Doppel-Pistolen"
"asw_weapon_pistol_attributes"	"Munitionseffizient"
"asw_weapon_prifle"	"P-Gewehr"
"asw_weapon_prifle_altfire"	"Betäubungsgranaten"
"asw_weaponl_prifle"	"22A7-Z Prototyp-Sturmgewehr"
"asw_weapon_prifle_attributes"	"Zielhilfe"
"asw_weapon_railgun"	"Lasergewehr"
"asw_weaponl_railgun"	"Präzisions-Lasergewehr"
"asw_weapon_railgun_attributes"	"Panzerbrechende Kugeln"
"asw_weapon_vindicator"	"Vindicator"
"asw_weapon_vindicator_altfire"	"Brandgranaten"
"asw_weaponl_vindicator"	"M42 Vindicator"
"asw_weapon_vindicator_attributes"	"Hoher Schaden, Für nähere Ziele geeignet"
"asw_weapon_tesla_gun"	"Tesla-Kanone"
"asw_weaponl_tesla_gun"	"IAF-Tesla-Kanone"
"asw_weapon_tesla_gun_attributes"	"Betäubt, Kein Freundbeschuss"
"asw_weapon_sentry"	"Sentrygun-Koffer"
"asw_weapon_sentry_attributes"	""
"asw_weaponl_sentry"	"IAF-Erweiterte Sentrygun"
"asw_weapon_sentry_flamer"	"Brandgeschoss-Sentrygun-Koffer"
"asw_weaponl_sentry_flamer"	"IAF Brandgeschoss-Sentrygun"
"asw_weapon_sentry_flamer_attributes"	"Zündet an, schnelle Zielerfassung"
"asw_weapon_sentry_cannon"	"Kanonengeschütz-Koffer"
"asw_weaponl_sentry_cannon"	"IAF-Hochbeschleunigungs-Sentrygun"
"asw_weapon_sentry_cannon_attributes"	"Hohe Reichweite, Umgebungsschaden"
"asw_weapon_sentry_freeze"	"Gefrier-Sentrygun-Koffer"
"asw_weaponl_sentry_freeze"	"IAF-Gefrier-Sentrygun"
"asw_weapon_sentry_freeze_attributes"	"Friert Ziele ein, Schnelle Zielerfassung"
"asw_weapon_tesla_trap"	"Tesla-Falle"
"asw_weaponl_tesla_trap"	"IAF-Teslaspule"
"asw_weapon_tesla_trap_attributes"	"Betäubt Feinde in der Nähe"
"asw_weapon_stim"	"Adrenalin"
"asw_weaponl_stim"	"Adrenalin"
"asw_weapon_stim_attributes"	"Vorrübergehende Zeitlupe"
"asw_weapon_electrified_armor"	"Elektrisierte Rüstung"
"asw_weaponl_electrified_armor"	"v45 Elektronisch geladene Rüstung"
"asw_weapon_electrified_armor_attributes"	"Stoppt eine Verseuchung, betäubt Feinde"
"asw_weapon_normal_armor"	"Schwere Rüstung"
"asw_weaponl_normal_armor"	"l3a Taktische Schwere Rüstung"
"asw_weapon_normal_armor_attributes"	"20%% weniger Schaden, passiv"
"asw_weapon_fist"	"Powerfaust"
"asw_weaponl_fist"	"IAF-Powerfaust-Aufsatz"
"asw_weapon_fist_attributes"	"x2 Nahkampfschaden, passiv"
"asw_weapon_blink"	"Teleporterpack"
"asw_weaponl_blink"	"Versetzungs- 'Flimmer' Paket"
"asw_weapon_blink_attributes"	"Wiederaufladbar"
"asw_weapon_jump_jet"	"Angriffsdüsen"
"asw_weaponl_jump_jet"	"Angriffsdüsen mit geringer Reichweite"
"asw_weapon_jump_jet_attributes"	"Streuschwarm"
"asw_weapon_shotgun"	"Schrotgewehr"
"asw_weaponl_shotgun"	"Model 35 Schrotgewehr"
"asw_weapon_shotgun_attributes"	"Hoher Schaden, Für nähere Entfernungen geeignet"
"asw_weapon_welder"	"Handschweißgerät"
"asw_weaponl_welder"	"Handschweißgerät"
"asw_weapon_welder_attributes"	"Versiegelt und öffnet Türen"
"asw_weapon_flechette"	"Flechetwerfer"
"asw_weapon_flechette_attributes"	"Fernzündung"
"asw_weapon_ricochet"	"Ricochet-Gewehr"
"asw_weapon_ricochet_attributes"	"Abprallende Geschosse"
"asw_weapon_minigun"	"Minigun"
"asw_weapon_minigun_altfire"	"Andrehen der Läufe"
"asw_weaponl_minigun"	"IAF-Minigun"
"asw_weapon_minigun_attributes"	"Breite Streuung, Langsame Bewegung"
"asw_weapon_bait"	"Köder"
"asw_weaponl_bait"	"Schwarmköder"
"asw_weapon_bait_attributes"	"Fleischkuchen"
"asw_take_weapon_format"	"%s1 nehmen"
"asw_swap_weapon_format"	"Gegen %s1 eintauschen"
"asw_t75_arm"	"T75 SCHARF SCHALTEN"
"asw_t75_armed"	"T75 SCHARF"
"asw_take_ammo_rifle"	"Gewehrmunition nehmen"
"asw_take_ammo_autogun"	"Autogun-Munition nehmen"
"asw_take_ammo_shotgun"	"Schrotmunition nehmen"
"asw_take_ammo_vindicator"	"Vindicator-Munition nehmen"
"asw_take_ammo_flamer"	"Flammenwerfermunition nehmen"
"asw_take_ammo_pistol"	"Pistolenmunition nehmen"
"asw_take_ammo_mining_laser"	"Bergbau-Laser-Munition nehmen"
"asw_take_ammo_railgun"	"Lasermunition nehmen"
"asw_take_ammo_chainsaw"	"Kettensägenbenzin nehmen"
"asw_take_ammo_pdw"	"PDW-Munition nehmen"
"asw_take_pow_fire_bullets"	"Feuer-Booster nehmen"
"asw_take_pow_freeze_bullets"	"Frost-Booster nehmen"
"asw_take_pow_elec_bullets"	"Schock-Booster nehmen"
"asw_take_pow_chem_bullets"	"Chemie-Booster nehmen"
"asw_take_pow_explo_bullets"	"Explosiv-Booster nehmen"
"asw_take_pow_inc_speed"	"Geschwindigkeitsbooster nehmen"
"asw_ammo_rifle"	"Gewehrmunition"
"asw_ammo_autogun"	"Autogun-Munition"
"asw_ammo_shotgun"	"Schrotmunition"
"asw_ammo_vindicator"	"Vindicator-Munition"
"asw_ammo_flamer"	"Flammenwerfermuniton"
"asw_ammo_pistol"	"Pistolenmunition"
"asw_ammo_mining_laser"	"Bergbau-Laser-Munition"
"asw_ammo_railgun"	"Lasermunition"
"asw_ammo_chainsaw"	"Kettensägenbenzin"
"asw_ammo_pdw"	"PDW-Munition"
"asw_ammo_rifle_full"	"Volle Gewehrmagazine"
"asw_ammo_autogun_full"	"Volle Autogun-Magazine"
"asw_ammo_shotgun_full"	"Volle Schrotmagazine"
"asw_ammo_vindicator_full"	"Volle Vindicator-Magazine"
"asw_ammo_flamer_full"	"Volle Flammenwerfermagazine"
"asw_ammo_pistol_full"	"Volle Pistolenmagazine"
"asw_ammo_mining_laser_full"	"Volle Bergbau-Laser-Magazine"
"asw_ammo_railgun_full"	"Volle Lasermagazine"
"asw_ammo_chainsaw_full"	"Voller Kettensägentreibstoff"
"asw_ammo_pdw_full"	"Volle PDW-Magazine"
"asw_use_icon_format"	"[%s1] %s2"
"asw_hold_use_icon_format"	"[%s1] %s2 halten"
"asw_tesla_ammo"	"Tesla-Falle aktiv"
"asw_turn_sentry"	"Sentrygun drehen"
"asw_assemble_sentry"	"Sentrygun aufbauen"
"asw_assembling_sentry"	"Sentrygun aufstellen"
"asw_disassemble_sentry"	"Halten, um Sentrygun abzubauen"
"asw_disassembling_sentry"	"Sentrygun abbauen"
"asw_use_ammo_drop"	"Munition nehmen"
"asw_not_enough_ammo_drop"	"Nicht genügend Munition im Vorrat"
"asw_full_ammo_drop"	"Waffe hat maximale Munition"
"asw_requires_tech"	"Nur Techniker"
"asw_requires_sw"	"Nur Waffenspezialisten"
"asw_requires_nco"	"Nur Offiziere"
"asw_requires_medic"	"Nur Sanitäter"
"asw_cannot_carry_two"	"Sie können nur einen solchen Gegenstand tragen"
"asw_sarge_only"	"Nur Sarge"
"asw_powerup_requires_bulletammo"	"Benötigt Projektilmunition"
"asw_health_report"	"Gesundheit:\n%s1%"
"asw_hud_low"	"WENIG"
"asw_hud_out_of"	"KEINE"
"asw_hud_ammo"	"MUNITION"
"asw_hud_reload"	"NACHLADEN"
"asw_hud_you_died"	"SIE WURDEN IM EINSATZ GETÖTET"
"asw_hud_died"	"%s1 - IM EINSATZ GETÖTET"
"asw_hud_adrenaline"	"%s1 hat Adrenalin aktiviert"
"asw_open"	"Öffnen"
"asw_close"	"Schließen"
"asw_message_log"	"Nachrichtenprotokoll"
"asw_hack_panel"	"Bedienfeld hacken"
"asw_exit_panel"	"Bedienfeld verlassen"
"asw_hack_comp"	"Computer hacken"
"asw_use_panel"	"Bedienfeld benutzen"
"asw_access_terminal"	"Auf das Terminal zugreifen"
"asw_use_terminal"	"Terminal benutzen"
"asw_no_power"	"Kein Strom"
"asw_req_code"	"Benötigt einen Zugangscode"
"asw_override_security"	"Überbrückung"
"asw_give_rifle_ammo"	"Gewehrmagazin abgeben"
"asw_give_autogun_ammo"	"Autogun-Magazin abgeben"
"asw_give_shotgun_ammo"	"Schrotmagazin abgeben"
"asw_give_vindicator_ammo"	"Vindicator-Magazin abgeben"
"asw_give_flamer_ammo"	"Flammenwerfermagazin abgeben"
"asw_give_pistol_ammo"	"Pistolenmagazin abgeben"
"asw_give_railgun_ammo"	"Lasermagazin abgeben"
"asw_give_pdw_ammo"	"PDW-Magazin abgeben"
"asw_unknown_ammo_type"	"Unbekannten Munitionstypen abgeben"
"asw_ammo_bag_contents"	"Munitionstasche"
"asw_ammo_title"	"Munition"
"asw_ammo_label"	"Munition:"
"asw_ammo_percent_amount"	"%s1 Prozent"
"asw_kill_objective_format"	"%s1 %s2 %s3/%s4"
"asw_all_survive"	"Marines müssen überleben"
"asw_nuclear_warning"	"WARNUNG"
"asw_nuclear_detonation"	"%s1"
"asw_nuclear_detonationi"	"NUKLEARE EXPLOSION BEVORSTEHEND"
"asw_kill"	"Töten"
"asw_destroy"	"Zerstören"
"asw_drone"	"Drohne"
"asw_drones"	"Drohnen"
"asw_buzzer"	"Summer"
"asw_buzzers"	"Summer"
"asw_parasite"	"Parasit"
"asw_parasites"	"Parasiten"
"asw_shieldbug"	"Schildkäfer"
"asw_shieldbugs"	"Schildkäfer"
"asw_grub"	"Larve"
"asw_grubs"	"Larven"
"asw_harvester"	"Ernter"
"asw_harvesters"	"Ernter"
"asw_drone_jumper"	"Springerdrohne"
"asw_drone_jumpers"	"Springerdrohnen"
"asw_kill_goo_objective_format"	"Biomasse zerstören %s1/%s2"
"asw_eggs"	"Schwarm-Eier"
"asw_egg"	"Schwarm-Ei"
"asw_door_reinforced"	"Tür verstärkt"
"asw_door_fully_reinforced"	"Tür vollständig verstärkt"
"asw_door_sealed"	"Tür verschweißt"
"asw_door_unsealed"	"Verschweißbar"
"asw_door_sealing"	"Tür verschweißen"
"asw_door_reinforcing"	"Tür verstärken"
"asw_door_unsealing"	"Tür aufschweißen"
"asw_achievement_progress"	"Fortschritt"
"asw_medal0"	"Unbekannte Medaille"
"asw_medal1"	"Herz aus Blut"
"asw_medal2"	"Kurze kontrollierte Feuerstöße"
"asw_medal3"	"Schildkäfer ade!"
"asw_medal4"	"Explosionsradius"
"asw_medal5"	"Elektro-geschockt"
"asw_medal6"	"Scharfschütze"
"asw_medal7"	"Unter Beschuss"
"asw_medal8"	"Perfekt"
"asw_medal9"	"Null Sterblichkeit"
"asw_medal10"	"Rührei"
"asw_medal11"	"Schnell und tot"
"asw_medal12"	"Parasitenschläger"
"asw_medal13"	"Feuerwehrmann"
"asw_medal14"	"Hautnahe Begegnung"
"asw_medal15"	"Blutrausch"
"asw_medal16"	"Rauchende Colts"
"asw_medal17"	"Eiserner Dolch"
"asw_medal18"	"Pyromane"
"asw_medal19"	"Cool bleiben!"
"asw_medal20"	"Revolverheld"
"asw_medal21"	"Schaden erhöht"
"asw_medal22"	"Feuerschutz"
"asw_medal23"	"Eiserner Hammer"
"asw_medal24"	"Schwarmunterdrückung"
"asw_medal25"	"Eisernes Schwert"
"asw_medal26"	"Sanitäter des Friedens"
"asw_medal27"	"Glorie in Silber"
"asw_medal28"	"Verseuchungserlöser"
"asw_medal29"	"Beschützen Sie den Techniker"
"asw_medal30"	"Computerexperte"
"asw_medal31"	"Leichte Kampagne"
"asw_medal32"	"Normale Kampagne"
"asw_medal33"	"Schwere Kampagne"
"asw_medal34"	"Wahnsinnige Kampagne"
"asw_medal35"	"IAF-Training"
"asw_medal36"	"IAF-Gefechtsauszeichnung"
"asw_medal37"	"IAF-Kampfauszeichnung"
"asw_medal38"	"IAF-Kampagnenauszeichnung"
"asw_medal39"	"IAF-Kriegsauszeichnung"
"asw_medal40"	"Profi"
"asw_medal41"	"Erzfeind"
"asw_medal42"	"Vergeltung"
"asw_medal43"	"IAF-Held"
"asw_medal44"	"Schnell durch die Bucht"
"asw_medal45"	"Schnell über die Brücke"
"asw_medal46"	"Schnell durch den Kern"
"asw_medal47"	"Schnell durch die Wohnquartiere"
"asw_medal48"	"Schnell zum Aufzug"
"asw_medal49"	"Schnell durch die Abwässer"
"asw_medal50"	"Schnell zur Station"
"asw_medal51"	"Die schnelle Ölung"
"asw_medal52"	"Landing Bay: Herausragende Durchführung"
"asw_medal53"	"Deima: Herausragende Durchführung"
"asw_medal54"	"Rydberg: Herausragende Durchführung"
"asw_medal55"	"Residential: Herausragende Durchführung"
"asw_medal56"	"Bio-Research: Herausragende Durchführung"
"asw_medal57"	"Sewer Junction: Herausragende Durchführung"
"asw_medal58"	"Timor Station: Herausragende Durchführung"
"asw_medal59"	"Last Rites: Herausragende Durchführung"
"asw_medaltt0"	"Unbekannt"
"asw_medaltt1"	"Wird einem Marine verliehen, welcher während des\nIAF-Dienstes ernsthaft verwundet oder getötet wurde."
"asw_medaltt2"	"Beenden Sie eine Mission ohne Fälle von Teambeschuss. 4 Marines müssen an der Mission teilnehmen."
"asw_medaltt3"	"Geben Sie den tödlichen Schuss auf einen Schildkäfer ab."
"asw_medaltt4"	"Töten Sie 6 Gegner mit einer einzigen Granate."
"asw_medaltt5"	"Betäuben Sie 6 Gegner mit einer einzigen Betäubungsgranate."
"asw_medaltt6"	"Schließen Sie eine Mission mit einer Genauigkeit von 90% oder besser ab."
"asw_medaltt7"	"Rollen Sie unter einem Swarm-Ranger-Projektil durch."
"asw_medaltt8"	"Beenden Sie eine Mission auf dem Schwierigkeitsgrad \"Normal\" oder höher ohne Schaden zu erleiden."
"asw_medaltt9"	"Schließen Sie eine Mission auf dem Schwierigkeitsgrad \"Normal\" oder höher ab, ohne dass ein Marine stirbt."
"asw_medaltt10"	"Zerstören Sie alle Schwarm-Eier in einer Mission, ohne eines schlüpfen zu lassen."
"asw_medaltt11"	"Töten sie einen Boomer, bevor er sich aufbläht."
"asw_medaltt12"	"Töten Sie einen Parasiten mit einer Nahkampfattacke."
"asw_medaltt13"	"Wird für das Löschen einer großen\nAnzahl von Feuern in einer Mission verliehen."
"asw_medaltt14"	"Töten Sie 20 Aliens mit Nahkampfattacken in einer einzigen Mission."
"asw_medaltt15"	"Wird für das Töten einer großen Anzahl\nvon Gegnern in kurzer Zeit verliehen."
"asw_medaltt16"	"Töten Sie 5 Gegner mit Explosivfässern in einer einzigen Mission"
"asw_medaltt17"	"Wird für das Abschließen einer Mission verliehen, in der\nnur das Sturmgewehr mit einer Genauigkeit größer 90% \nauf dem Schwierigkeitsgrad Schwer verwendet wurde."
"asw_medaltt18"	"Wird für das Abschließen einer Mission verliehen, in der\nnur der Flammenwerfer mit einer Genauigkeit größer 90% \nauf dem Schwierigkeitsgrad Schwer eingesetzt wurde."
"asw_medaltt19"	"Frieren Sie 6 Gegner mit einer einzigen Frostgranate ein."
"asw_medaltt20"	"Laden Sie eine Waffe 5 mal in Folge erfolgreich schnell nach."
"asw_medaltt21"	"Töten Sie insgesamt 15 Gegner während sich alle 4 Marines im Energiefeld eines Schadensverstärkers befinden."
"asw_medaltt22"	"Wird für das Töten von 60 Gegnern\nmit Brandminen verliehen."
"asw_medaltt23"	"Wird für das Abschließen einer Mission verliehen, in der\nnur die Vindicator mit einer Genauigkeit größer 90%\nauf dem Schwierigkeitsgrad Schwer verwendet wurde."
"asw_medaltt24"	"Wird für das Töten einer großen Anzahl\nvon Gegnern in kurzer Zeit mit der Autogun verliehen."
"asw_medaltt25"	"Wird für das Abschließen einer Mission verliehen, in der\nnur die Autogun mit einer Genauigkeit über 90%\nauf dem Schwierigkeitsgrad Schwer eingesetzt wurde."
"asw_medaltt26"	"Heilen Sie 300 Schadenspunkte in einer einzigen Mission ohne dem Schwarm Nicht-Nahkampf-Schaden zuzufügen."
"asw_medaltt27"	"Wird für herausragende Arbeit\nbeim Heilen der Kameraden verliehen."
"asw_medaltt28"	"Heilen Sie einen infizierten Marine."
"asw_medaltt29"	"Beschützen Sie den Techniker Ihrer Einheit, sodass er während des Hackvorgangs keinen Schaden nimmt."
"asw_medaltt30"	"Wird für das Absolvieren\neines schnellen Computer-Hacks verliehen."
"asw_medaltt31"	"Wird für das Absolvieren der Jacob-Kampagne\n auf der Schwierigkeitsstufe \"Leicht\" verliehen."
"asw_medaltt32"	"Wird für das Absolvieren der Jacob-Kampagne\n auf der Schwierigkeitsstufe \"Normal\" verliehen."
"asw_medaltt33"	"Wird für das Absolvieren der Jacob-Kampagne\n auf der Schwierigkeitsstufe \"Schwer\" verliehen."
"asw_medaltt34"	"Wird für das Absolvieren der Jacob-Kampagne\n auf der Schwierigkeitsstufe \"Wahnsinnig\" verliehen."
"asw_medaltt35"	"Wird für das Absolvieren des IAF-Trainings verliehen."
"asw_medaltt36"	"Wird für das Absolvieren von 100 Missionen\nauf dem Schwierigkeitsgrad Normal oder höher verliehen."
"asw_medaltt37"	"Wird für das Absolvieren von 1000 Missionen\nauf dem Schwierigkeitsgrad Normal oder höher verliehen."
"asw_medaltt38"	"Wird für das Absolvieren von 10 Kampagnen\nauf dem Schwierigkeitsgrad Normal oder höher verliehen."
"asw_medaltt39"	"Wird für das Absolvieren von 100 Kampagnen\nauf dem Schwierigkeitsgrad Normal oder höher verliehen."
"asw_medaltt40"	"Wird für das Töten von 5000 Gegnern\nauf dem Schwierigkeitsgrad Normal oder höher verliehen."
"asw_medaltt41"	"Wird für das Töten von 10000 Gegnern\nauf dem Schwierigkeitsgrad Normal oder höher verliehen."
"asw_medaltt42"	"Wird für das Töten von 50000 Gegnern\nauf dem Schwierigkeitsgrad Normal oder höher verliehen."
"asw_medaltt43"	"Wird für das Töten von 100000 Gegnern\nauf dem Schwierigkeitsgrad Normal oder höher verliehen."
"asw_medaltt44"	"Absolvieren Sie Landing Bay innerhalb von 1:25 auf dem Schwierigkeitsgrad Normal oder höher, ohne dass ein Marine stirbt."
"asw_medaltt44sp"	"Absolvieren Sie Landing Bay innerhalb von 1:25 auf dem Schwierigkeitsgrad Normal oder höher, ohne dass ein Marine stirbt."
"asw_medaltt45"	"Absolvieren Sie Deima Surface Bridge innerhalb von 2:30 auf dem Schwierigkeitsgrad Normal oder höher, ohne dass ein Marine stirbt."
"asw_medaltt45sp"	"Absolvieren Sie Deima Surface Bridge innerhalb von 2:30 auf dem Schwierigkeitsgrad Normal oder höher, ohne dass ein Marine stirbt."
"asw_medaltt46"	"Absolvieren Sie Rydberg Reactor innerhalb von 3:10 auf dem Schwierigkeitsgrad Normal oder höher, ohne dass ein Marine stirbt."
"asw_medaltt46sp"	"Absolvieren Sie Rydberg Reactor innerhalb von 3:10 auf dem Schwierigkeitsgrad Normal oder höher, ohne dass ein Marine stirbt."
"asw_medaltt47"	"Absolvieren Sie SynTek Residential innerhalb von 2:30 auf dem Schwierigkeitsgrad Normal oder höher, ohne dass ein Marine stirbt."
"asw_medaltt47sp"	"Absolvieren Sie SynTek Residential innerhalb von 2:30 auf dem Schwierigkeitsgrad Normal oder höher, ohne dass ein Marine stirbt."
"asw_medaltt48"	"Absolvieren Sie Cargo Elevator innerhalb von 2:50 auf dem Schwierigkeitsgrad Normal oder höher, ohne dass ein Marine stirbt."
"asw_medaltt48sp"	"Absolvieren Sie Cargo Elevator innerhalb von 2:50 auf dem Schwierigkeitsgrad Normal oder höher, ohne dass ein Marine stirbt."
"asw_medaltt49"	"Absolvieren Sie Sewer Junction innerhalb von 1:30 auf dem Schwierigkeitsgrad Normal oder höher, ohne dass ein Marine stirbt."
"asw_medaltt49sp"	"Absolvieren Sie Sewer Junction innerhalb von 1:30 auf dem Schwierigkeitsgrad Normal oder höher, ohne dass ein Marine stirbt."
"asw_medaltt50"	"Absolvieren Sie Timor Station innerhalb von 4:25 auf dem Schwierigkeitsgrad Normal oder höher, ohne dass ein Marine stirbt."
"asw_medaltt50sp"	"Absolvieren Sie Timor Station innerhalb von 4:25 auf dem Schwierigkeitsgrad Normal oder höher, ohne dass ein Marine stirbt."
"asw_medaltt51"	"Wird für das Abschließen von Last Rites innerhalb von 6:55\nauf dem Schwierigkeitsgrad Normal oder höher verliehen."
"asw_medaltt51sp"	"Wird für das Abschließen von Last Rites innerhalb von 8:30\nauf dem Schwierigkeitsgrad Normal oder höher verliehen."
"asw_medaltt52"	"Wird für das Absolvieren von Landing Bay in einem Versuch\nim Kampagnen-Modus auf dem Schwierigkeitsgrad Wahnsinnig verliehen."
"asw_medaltt53"	"Wird für das Absolvieren von Deima Surface in einem Versuch\nim Kampagnen-Modus auf dem Schwierigkeitsgrad Wahnsinnig verliehen."
"asw_medaltt54"	"Wird für das Absolvieren von Rydberg Reactor in einem Versuch\nim Kampagnen-Modus auf dem Schwierigkeitsgrad Wahnsinnig verliehen."
"asw_medaltt55"	"Wird für das Absolvieren von SynTek Residential in einem Versuch\nim Kampagnen-Modus auf dem Schwierigkeitsgrad Wahnsinnig verliehen."
"asw_medaltt56"	"Wird für das Absolvieren von Bio-Research in einem Versuch\nim Kampagnen-Modus auf dem Schwierigkeitsgrad Wahnsinnig verliehen."
"asw_medaltt57"	"Wird für das Absolvieren von Sewer Junction in einem Versuch\nim Kampagnen-Modus auf dem Schwierigkeitsgrad Wahnsinnig verliehen."
"asw_medaltt58"	"Wird für das Absolvieren von Timor Station in einem Versuch\nim Kampagnen-Modus auf dem Schwierigkeitsgrad Wahnsinnig verliehen."
"asw_medaltt59"	"Wird für das Absolvieren von Last Rites in einem Versuch\nim Kampagnen-Modus auf dem Schwierigkeitsgrad Wahnsinnig verliehen."
"asw_player_list_player"	"Kommandant"
"asw_player_list_marines"	"Marines"
"asw_player_list_frags"	"Frags"
"asw_player_list_Deaths"	"Tode"
"asw_player_list_ping"	"Ping"
"asw_player_list_kick_check"	"Spieler hinauswerfen."
"asw_player_made_leader"	"%s1 ist der neue Gruppenführer."
"asw_player_kicked"	"%s1 wurde vom Server geworfen."
"asw_player_disco"	"%s1 hat das Spiel verlassen."
"asw_player_list_leader_check"	"Zum Gruppenführer machen"
"asw_player_list_mute_check"	"Stumm schalten"
"asw_kicked_by_vote"	"Durch Spielerabstimmung vom Server geworfen."
"asw_commander_medals"	"Kommandanten-Medaillen:"
"asw_nco_medals"	"Unteroffiziersmedaillen:"
"asw_sw_medals"	"SW-Medaillen:"
"asw_medic_medals"	"Sanitätermedaillen:"
"asw_tech_medals"	"Technikermedaillen:"
"asw_medal_collect_format"	"%s1: %s2"
"asw_sarges_total"	"Sarges Gesamtpunktzahl"
"asw_jaegers_total"	"Jaegers Gesamtpunktzahl"
"asw_wildcats_total"	"Wildcats Gesamtpunktzahl"
"asw_wolfes_total"	"Wolfes Gesamtpunktzahl"
"asw_faiths_total"	"Faiths Gesamtpunktzahl"
