"lang"
{
"Language"		"tchinese"
"[english]bastille.Idle11"		"<clr:205,127,50>Bastille: Just how many more bugs are on this rock?"
"bastille.Idle12"		"<clr:205,127,50>Bastille：看來沒有人在家。"
"[english]bastille.Idle12"		"<clr:205,127,50>Bastille: Looks like nobody's home."
"bastille.Idle13"		"<clr:205,127,50>Bastille：保持最佳狀態，我的朋友們。"
"[english]bastille.Idle13"		"<clr:205,127,50>Bastille: Stay sharp, mes amis."
"bastille.Idle14"		"<clr:205,127,50>Bastille：有某種東西在這裏，我能感覺得到。"
"[english]bastille.Idle14"		"<clr:205,127,50>Bastille: There's something here, I can feel it."
"bastille.Idle15"		"<clr:205,127,50>Bastille：剛才的是什麽？"
"[english]bastille.Idle15"		"<clr:205,127,50>Bastille: What was that?"
"bastille.Idle16"		"<clr:205,127,50>Bastille：剛才的是什麽東西？"
"[english]bastille.Idle16"		"<clr:205,127,50>Bastille: What was that?"
"bastille.Idle17"		"<clr:205,127,50>Bastille：它們現在到底在哪裏？"
"[english]bastille.Idle17"		"<clr:205,127,50>Bastille: Where the hell are they now?"
"bastille.Idle18"		"<clr:205,127,50>Bastille：稍微清理一下這裏會好很多。"
"[english]bastille.Idle18"		"<clr:205,127,50>Bastille: Would be good do a bit of cleaning here."
"bastille.FF0"		"<clr:205,127,50>Bastille：友軍傷害！"
"[english]bastille.FF0"		"<clr:205,127,50>Bastille: Friendly fire!"
"bastille.FF1"		"<clr:205,127,50>Bastille：看看妳都在瞄準哪裏。"
"[english]bastille.FF1"		"<clr:205,127,50>Bastille: Watch where you're pointing that thing."
"bastille.FF2"		"<clr:205,127,50>Bastille：看清楚妳的目標。"
"[english]bastille.FF2"		"<clr:205,127,50>Bastille: Watch your target."
"bastille.FiringAtAlien0"		"<clr:205,127,50>Bastille：來抓我呀。"
"[english]bastille.FiringAtAlien0"		"<clr:205,127,50>Bastille: Come and get me."
"bastille.FiringAtAlien1"		"<clr:205,127,50>Bastille：火力掩護！"
"[english]bastille.FiringAtAlien1"		"<clr:205,127,50>Bastille: Covering fire!"
"bastille.FiringAtAlien2"		"<clr:205,127,50>Bastille：死吧！"
"[english]bastille.FiringAtAlien2"		"<clr:205,127,50>Bastille: Die!"
"bastille.FiringAtAlien3"		"<clr:205,127,50>Bastille：它們來了！"
"[english]bastille.FiringAtAlien3"		"<clr:205,127,50>Bastille: Incoming!"
"bastille.FiringAtAlien4"		"<clr:205,127,50>Bastille：目標出現！"
"[english]bastille.FiringAtAlien4"		"<clr:205,127,50>Bastille: Target!"
"bastille.FiringAtAlien5"		"<clr:205,127,50>Bastille：這裏至少有幾百隻這玩意！"
"[english]bastille.FiringAtAlien5"		"<clr:205,127,50>Bastille: There's hundreds of them!"
"bastille.FiringAtAlien6"		"<clr:205,127,50>Bastille：就是這樣！"
"[english]bastille.FiringAtAlien6"		"<clr:205,127,50>Bastille: This is it!"
"bastille.FiringAtAlien7"		"<clr:205,127,50>Bastille：註意！"
"[english]bastille.FiringAtAlien7"		"<clr:205,127,50>Bastille: Watch out!"
"bastille.FollowMe0"		"<clr:205,127,50>Bastille：跟著我。"
"[english]bastille.FollowMe0"		"<clr:205,127,50>Bastille: Follow me."
"bastille.FollowMe1"		"<clr:205,127,50>Bastille：趕緊走吧！"
"[english]bastille.FollowMe1"		"<clr:205,127,50>Bastille: Get a move on!"
"bastille.FollowMe2"		"<clr:205,127,50>Bastille：Go go go！"
"[english]bastille.FollowMe2"		"<clr:205,127,50>Bastille: Go go go!"
"bastille.FollowMe3"		"<clr:205,127,50>Bastille：快點！"
"[english]bastille.FollowMe3"		"<clr:205,127,50>Bastille: Hurry!"
"bastille.FollowMe4"		"<clr:205,127,50>Bastille：趕緊，趕緊！"
"[english]bastille.FollowMe4"		"<clr:205,127,50>Bastille: Hurry, hurry!"
"bastille.FollowMe5"		"<clr:205,127,50>Bastille：快跟上！"
"[english]bastille.FollowMe5"		"<clr:205,127,50>Bastille: Hurry up!"
"bastille.FollowMe6"		"<clr:205,127,50>Bastille：行動吧！"
"[english]bastille.FollowMe6"		"<clr:205,127,50>Bastille: Let's move!"
"bastille.FollowMe7"		"<clr:205,127,50>Bastille：行動！"
"[english]bastille.FollowMe7"		"<clr:205,127,50>Bastille: Move it!"
"bastille.FollowMe8"		"<clr:205,127,50>Bastille：快走，快走！這個地方就要完蛋了！"
"[english]bastille.FollowMe8"		"<clr:205,127,50>Bastille: Move it, move it! This whole place is getting to hell!"
"bastille.FollowMe9"		"<clr:205,127,50>Bastille：快走！這地方就要完蛋了！"
"[english]bastille.FollowMe9"		"<clr:205,127,50>Bastille: Move it! This whole place is getting to hell!"
"bastille.FollowMe10"		"<clr:205,127,50>Bastille：我們還有事情得做。"
"[english]bastille.FollowMe10"		"<clr:205,127,50>Bastille: We got a job to do."
"bastille.HoldPosition0"		"<clr:205,127,50>Bastille：原地待命。"
"[english]bastille.HoldPosition0"		"<clr:205,127,50>Bastille: Hold position."
"bastille.HoldPosition1"		"<clr:205,127,50>Bastille：在這等會。"
"[english]bastille.HoldPosition1"		"<clr:205,127,50>Bastille: Wait there."
"bastille.NeedAmmo0"		"<clr:205,127,50>Bastille：我需要彈藥。"
"[english]bastille.NeedAmmo0"		"<clr:205,127,50>Bastille: I need ammo."
"bastille.NeedAmmo1"		"<clr:205,127,50>Bastille：我需要一些彈藥。"
"[english]bastille.NeedAmmo1"		"<clr:205,127,50>Bastille: I need some ammo."
"bastille.NeedAmmo2"		"<clr:205,127,50>Bastille：需要彈藥！"
"[english]bastille.NeedAmmo2"		"<clr:205,127,50>Bastille: Need ammo!"
"bastille.NoAmmo0"		"<clr:205,127,50>Bastille：可惡，沒彈藥了！該死！"
"[english]bastille.NoAmmo0"		"<clr:205,127,50>Bastille: Damn, no ammo! Damn!"
"bastille.NoAmmo1"		"<clr:205,127,50>Bastille：我的彈藥用光了！"
"[english]bastille.NoAmmo1"		"<clr:205,127,50>Bastille: I'm out of ammo!"
"bastille.NoAmmo2"		"<clr:205,127,50>Bastille：沒彈藥了！"
"[english]bastille.NoAmmo2"		"<clr:205,127,50>Bastille: No ammo!"
"bastille.NoAmmo3"		"<clr:205,127,50>Bastille：沒子彈了！"
"[english]bastille.NoAmmo3"		"<clr:205,127,50>Bastille: No ammo!"
"bastille.NoAmmo4"		"<clr:205,127,50>Bastille：子彈用完了！"
"[english]bastille.NoAmmo4"		"<clr:205,127,50>Bastille: Out of ammo!"
"bastille.Medic0"		"<clr:205,127,50>Bastille：醫生！"
"[english]bastille.Medic0"		"<clr:205,127,50>Bastille: Medic!"
"bastille.Medic1"		"<clr:205,127,50>Bastille：醫生！醫生！"
"[english]bastille.Medic1"		"<clr:205,127,50>Bastille: Medic! Medic!"
"bastille.Medic2"		"<clr:205,127,50>Bastille：需要一名醫生！"
"[english]bastille.Medic2"		"<clr:205,127,50>Bastille: Need a medic!"
"bastille.Misc0"		"<clr:205,127,50>Bastille：妳知道嗎，我現在感覺好多了。"
"[english]bastille.Misc0"		"<clr:205,127,50>Bastille: Do you know what, I feel better now."
"bastille.Misc1"		"<clr:205,127,50>Bastille：妳知道嗎？那些混帳東西從我身上滾開後，我現在已經感覺好多了。"
"[english]bastille.Misc1"		"<clr:205,127,50>Bastille: Do you know what? I feel better now without these bastards on our back."
"bastille.Misc2"		"<clr:205,127,50>Bastille：我很慶幸我沒事了，不然我可要發飆了。"
"[english]bastille.Misc2"		"<clr:205,127,50>Bastille: I'm happy or I'm starting to get annoyed."
"bastille.Misc3"		"<clr:205,127,50>Bastille：起來吧，妳已經休息過了。那已經足夠了。妳還沒有死。"
"[english]bastille.Misc3"		"<clr:205,127,50>Bastille: So get up, you had a rest. That's enough. You're not dead."
"bastille.Misc4"		"<clr:205,127,50>Bastille：那麽站起來。妳的“假期”過的不錯吧？妳現在還活著。"
"[english]bastille.Misc4"		"<clr:205,127,50>Bastille: So stand up. Did you have a nice holiday? You're not dead."
"bastille.Misc5"		"<clr:205,127,50>Bastille：看來那些家夥死絕了。我感覺自己就像是個優秀的王子。我的公主在哪裏？"
"[english]bastille.Misc5"		"<clr:205,127,50>Bastille: So they're all dead. I feel like the good prince. Where's the princess?"
"bastille.Misc6"		"<clr:205,127,50>Bastille：那麽，我們現在該幹什麽？它們都死了。"
"[english]bastille.Misc6"		"<clr:205,127,50>Bastille: So what do we do now? They're all dead."
"bastille.Misc7"		"<clr:205,127,50>Bastille：它們越來越近了。"
"[english]bastille.Misc7"		"<clr:205,127,50>Bastille: They're getting closer."
"bastille.Misc8"		"<clr:205,127,50>Bastille：它們都在地底下。"
"[english]bastille.Misc8"		"<clr:205,127,50>Bastille: They're inside the perimeter."
"bastille.Misc9"		"<clr:205,127,50>Bastille：這扇門被封死了。"
"[english]bastille.Misc9"		"<clr:205,127,50>Bastille: This door's been sealed shut."
"bastille.Misc10"		"<clr:205,127,50>Bastille：這地方現在看起來像是座城堡。"
"[english]bastille.Misc10"		"<clr:205,127,50>Bastille: Well this place is alike a castle now."
"bastille.Misc11"		"<clr:205,127,50>Bastille：妳開始讓人覺得討厭了。"
"[english]bastille.Misc11"		"<clr:205,127,50>Bastille: You're starting to be annoying."
"bastille.Reloading0"		"<clr:205,127,50>Bastille：上彈完成！"
"[english]bastille.Reloading0"		"<clr:205,127,50>Bastille: Lock and load!"
"bastille.Reloading1"		"<clr:205,127,50>Bastille：裝彈完畢！"
"[english]bastille.Reloading1"		"<clr:205,127,50>Bastille: Lock and load!"
"bastille.Reloading2"		"<clr:205,127,50>Bastille：裝彈中！"
"[english]bastille.Reloading2"		"<clr:205,127,50>Bastille: Reload!"
"bastille.Reloading3"		"<clr:205,127,50>Bastille：上子彈！"
"[english]bastille.Reloading3"		"<clr:205,127,50>Bastille: Reload!"
"bastille.Reloading4"		"<clr:205,127,50>Bastille：在裝子彈！"
"[english]bastille.Reloading4"		"<clr:205,127,50>Bastille: Reload!"
"bastille.Reloading5"		"<clr:205,127,50>Bastille：我在裝子彈！"
"[english]bastille.Reloading5"		"<clr:205,127,50>Bastille: Reload!"
"bastille.Reloading6"		"<clr:205,127,50>Bastille：我在上子彈！"
"[english]bastille.Reloading6"		"<clr:205,127,50>Bastille: Reload!"
"bastille.Reloading7"		"<clr:205,127,50>Bastille：我在上子彈！掩護我！掩護我！"
"[english]bastille.Reloading7"		"<clr:205,127,50>Bastille: Reload! Cover me! Cover me!"
"bastille.Reloading8"		"<clr:205,127,50>Bastille：我正在裝子彈！"
"[english]bastille.Reloading8"		"<clr:205,127,50>Bastille: Reloading!"
"bastille.Reloading9"		"<clr:205,127,50>Bastille：裝子彈！我在裝子彈！"
"[english]bastille.Reloading9"		"<clr:205,127,50>Bastille: Reloading! Reloading!"
"bastille.SentryInPlace0"		"<clr:205,127,50>Bastille：步哨組裝完成！"
"[english]bastille.SentryInPlace0"		"<clr:205,127,50>Bastille: Sentry assembled!"
"bastille.SentryInPlace1"		"<clr:205,127,50>Bastille：步哨搭建完成！"
"[english]bastille.SentryInPlace1"		"<clr:205,127,50>Bastille: Sentry in place!"
"bastille.SentryInPlace2"		"<clr:205,127,50>Bastille：步哨準備完成！"
"[english]bastille.SentryInPlace2"		"<clr:205,127,50>Bastille: Sentry online!"
"bastille.Ammo0"		"<clr:205,127,50>Bastille：彈藥！"
"[english]bastille.Ammo0"		"<clr:205,127,50>Bastille: Ammo!"
"bastille.Medkit0"		"<clr:205,127,50>Bastille：藥包！"
"[english]bastille.Medkit0"		"<clr:205,127,50>Bastille: Meds."
"bastille.Thanks0"		"<clr:205,127,50>Bastille：謝謝。"
"[english]bastille.Thanks0"		"<clr:205,127,50>Bastille: Merci."
"bastille.Thanks1"		"<clr:205,127,50>Bastille：謝了。"
"[english]bastille.Thanks1"		"<clr:205,127,50>Bastille: Thanks."
"bastille.Question0"		"<clr:205,127,50>Bastille：嘿。"
"[english]bastille.Question0"		"<clr:205,127,50>Bastille: Heh."
"bastille.Question1"		"<clr:205,127,50>Bastille：什麽？"
"[english]bastille.Question1"		"<clr:205,127,50>Bastille: What?"
"bastille.Question2"		"<clr:205,127,50>Bastille：那是什麽？"
"[english]bastille.Question2"		"<clr:205,127,50>Bastille: What is it?"
"bastille.CallSarge0"		"<clr:205,127,50>Bastille：嘿，Sarge。"
"[english]bastille.CallSarge0"		"<clr:205,127,50>Bastille: Hey, Sarge."
"bastille.CallSarge1"		"<clr:205,127,50>Bastille：Sarge。"
"[english]bastille.CallSarge1"		"<clr:205,127,50>Bastille: Sarge."
"bastille.CallJaeger0"		"<clr:205,127,50>Bastille：嘿，Jaeger。"
"[english]bastille.CallJaeger0"		"<clr:205,127,50>Bastille: Hey, Jaeger."
"bastille.CallJaeger1"		"<clr:205,127,50>Bastille：Jaeger。"
"[english]bastille.CallJaeger1"		"<clr:205,127,50>Bastille: Jaeger."
"bastille.CallJaeger2"		"<clr:205,127,50>Bastille：Jaeger。"
"[english]bastille.CallJaeger2"		"<clr:205,127,50>Bastille: Jaeger."
"bastille.CallWildcat0"		"<clr:205,127,50>Bastille：嘿，Wildcat。"
"[english]bastille.CallWildcat0"		"<clr:205,127,50>Bastille: Hey, Wildcat."
"bastille.CallWildcat1"		"<clr:205,127,50>Bastille：Wildcat。"
"[english]bastille.CallWildcat1"		"<clr:205,127,50>Bastille: Wildcat."
"bastille.CallWolfe0"		"<clr:205,127,50>Bastille：嘿，Wolfe。"
"[english]bastille.CallWolfe0"		"<clr:205,127,50>Bastille: Hey, Wolfe."
"bastille.CallWolfe1"		"<clr:205,127,50>Bastille：Wolfe。"
"[english]bastille.CallWolfe1"		"<clr:205,127,50>Bastille: Wolfe."
"bastille.CallFaith0"		"<clr:205,127,50>Bastille：Faith。"
"[english]bastille.CallFaith0"		"<clr:205,127,50>Bastille: Faith."
"bastille.CallFaith1"		"<clr:205,127,50>Bastille：嘿， Faith。"
"[english]bastille.CallFaith1"		"<clr:205,127,50>Bastille: Hey, Faith."
"bastille.CallCrash0"		"<clr:205,127,50>Bastille：Crash。"
"[english]bastille.CallCrash0"		"<clr:205,127,50>Bastille: Crash."
"bastille.CallCrash1"		"<clr:205,127,50>Bastille：嘿，Crash。"
"[english]bastille.CallCrash1"		"<clr:205,127,50>Bastille: Hey, Crash."
"bastille.CallFlynn0"		"<clr:205,127,50>Bastille：Flynn。"
"[english]bastille.CallFlynn0"		"<clr:205,127,50>Bastille: Flynn."
"bastille.CallFlynn1"		"<clr:205,127,50>Bastille：嘿，Flynn。"
"[english]bastille.CallFlynn1"		"<clr:205,127,50>Bastille: Hey, Flynn."
"bastille.CallVegas0"		"<clr:205,127,50>Bastille：嘿，Vegas。"
"[english]bastille.CallVegas0"		"<clr:205,127,50>Bastille: Hey, Vegas."
"bastille.CallVegas1"		"<clr:205,127,50>Bastille：Vegas。"
"[english]bastille.CallVegas1"		"<clr:205,127,50>Bastille: Vegas."
"bastille.SuppliesAmmo0"		"<clr:205,127,50>Bastille：啊，好的，一些彈藥。"
"[english]bastille.SuppliesAmmo0"		"<clr:205,127,50>Bastille: Ah, good, some ammo."
"bastille.SuppliesAmmo1"		"<clr:205,127,50>Bastille：啊，不錯，一些補給品。"
"[english]bastille.SuppliesAmmo1"		"<clr:205,127,50>Bastille: Ah good, some supplies."
