"lang"
{
"Language"	"tchinese"
"[english]asw_hacking_tumbler_rejected_2"	"ERROR: ROOT PRIVILEGES REJECTED BY SYNTEK SECURITY INTERFACE A. ERRCODE 58."
"asw_hacking_tumbler_rejected_3"	"錯誤：SYNTEK 安全端口 B 拒絕響應權限提取操作。錯誤代碼 57。"
"[english]asw_hacking_tumbler_rejected_3"	"ERROR: ROOT PRIVILEGES REJECTED BY SYNTEK SECURITY INTERFACE B. ERRCODE 57."
"asw_hacking_tumbler_rejected_4"	"錯誤：遠程進程調用網關拒絕響應權限提取操作。錯誤代碼 54。"
"[english]asw_hacking_tumbler_rejected_4"	"ERROR: ROOT PRIVILEGES REJECTED BY RPC GATEWAY. ERRCODE 54."
"asw_hacking_tumbler_rejected_5"	"錯誤：內存搜索程序拒絕響應權限提取操作。錯誤代碼 64。"
"[english]asw_hacking_tumbler_rejected_5"	"ERROR: ROOT PRIVILEGES REJECTED BY RAM SEARCH. ERRCODE 64."
"asw_hacking_tumbler_rejected_6"	"錯誤：進程監控程序拒絕響應權限提取操作。錯誤代碼 65。"
"[english]asw_hacking_tumbler_rejected_6"	"ERROR: ROOT PRIVILEGES REJECTED BY PROCESS WATCHER. ERRCODE 65."
"asw_hacking_tumbler_rejected_7"	"錯誤：內部網絡集線器拒絕響應權限提取操作。錯誤代碼 81。"
"[english]asw_hacking_tumbler_rejected_7"	"ERROR: ROOT PRIVILEGES REJECTED BY INNER NETWORK HUB. ERRCODE 81."
"asw_hacking_tumbler_rejected_8"	"錯誤：操作系統核心程序拒絕響應權限提取操作。錯誤代碼 904。"
"[english]asw_hacking_tumbler_rejected_8"	"ERROR: ROOT PRIVILEGES REJECTED BY OS KERNEL. ERRCODE 904."
"asw_computer_insufficient_rights"	"沒有足夠的權限訪問這個 SynTek\n公司終端。本次訪問請求\n以及你的轉發器識別代碼已經被記錄，\n並交予 SynTek 安保人員進行審查。"
"[english]asw_computer_insufficient_rights"	"Insufficient rights to access this SynTek\nMegacorporation terminal.  This access attempt\nand your Transponder ID have been logged\nfor review by SynTek Security personnel."
"asw_computer_access_denied"	"拒絕\n訪問"
"[english]asw_computer_access_denied"	"ACCESS\nDENIED"
"asw_access_granted"	"允許訪問"
"[english]asw_access_granted"	"Access Granted"
"asw_log_off"	"注銷"
"[english]asw_log_off"	"Log off"
"asw_override"	"改寫"
"[english]asw_override"	"Override"
"asw_status_block_0"	"接入點"
"[english]asw_status_block_0"	"ACCESS POINT"
"asw_status_block_1"	"服務器端嵌入"
"[english]asw_status_block_1"	"SSI"
"asw_status_block_2"	"遠程認證"
"[english]asw_status_block_2"	"REMOTE AUTH"
"asw_status_block_3"	"遠程進程調用網關"
"[english]asw_status_block_3"	"RPC GATEWAY"
"asw_status_block_4"	"零電容動態內存搜索"
"[english]asw_status_block_4"	"ZRAM SEARCH"
"asw_status_block_5"	"進程監控程序"
"[english]asw_status_block_5"	"PROCESS WATCHER"
"asw_status_block_6"	"內部網絡集線器"
"[english]asw_status_block_6"	"INNER NETWORK HUB"
"asw_status_block_7"	"操作系統核心程序"
"[english]asw_status_block_7"	"OS KERNEL"
"asw_difficulty"	"難度："
"[english]asw_difficulty"	"Difficulty:"
"asw_difficulty_insane"	"瘋狂"
"[english]asw_difficulty_insane"	"Insane"
"asw_difficulty_hard"	"困難"
"[english]asw_difficulty_hard"	"Hard"
"asw_difficulty_normal"	"普通"
"[english]asw_difficulty_normal"	"Normal"
"asw_difficulty_easy"	"簡單"
"[english]asw_difficulty_easy"	"Easy"
"asw_difficulty_campaign"	"戰役"
"[english]asw_difficulty_campaign"	"Campaign"
"asw_difficulty_mission"	"單人任務"
"[english]asw_difficulty_mission"	"Single Mission"
"asw_difficulty_carnage"	"屠殺模式"
"[english]asw_difficulty_carnage"	"Carnage"
"asw_difficulty_uber"	"超級模式"
"[english]asw_difficulty_uber"	"Über"
"asw_difficulty_hardcore"	"寫實模式"
"[english]asw_difficulty_hardcore"	"Hardcore"
"asw_difficulty_insane_desc"	"如果你的隊伍已經完成了困難難度的戰役，可以嘗試進行瘋狂難度的戰役以追求真正的挑戰！在此難度下，異形的移動速度和殺傷力都會得到大大地提升，而且更加難以被殺死。准備好迎接更大規模的異形入侵吧！"
"[english]asw_difficulty_insane_desc"	"If your squad has finished the campaign on Hard, try Insane for a real challenge!  The Swarm move at lightning speeds, do much more damage, and are harder than ever to kill. Prepare for even more swarms of aliens!"
"asw_difficulty_hard_desc"	"如果你之前玩過 Alien Swarm，那麽你可以直接從這個難度開始遊戲。在此難度下，異形的移動速度以及殺傷力都比以前的難度要高，而且也較難擊殺。良好的隊伍配合是你得以生存的關鍵因素。在此難度下，你也會獲得更多的經驗值。"
"[english]asw_difficulty_hard_desc"	"If you’ve played Alien Swarm before, then start here.  The Swarm move faster and are harder to kill. Squad tactics are critical to your survival. You’ll also earn more XP."
"asw_difficulty_normal_desc"	"如果你是第一次玩 Alien Swarm，那麽普通難度會是你最佳的選擇。在此難度下，異形會擁有正常的移動速度以及殺傷力，並且也較容易被擊殺。這不但能提升你的戰鬥技巧，還能讓你真實地感受到大量異形向你襲來時的那種緊迫感。"
"[english]asw_difficulty_normal_desc"	"If you’re new to Alien Swarm, then Normal is a good place to hone your skills.  The Swarm will give you a good fight."
"asw_difficulty_easy_desc"	"如果你是第一次玩這類遊戲，那麽推薦你先試著進行簡單難度的遊戲。在此難度下，異形的移動速度會很慢，而且很容易被擊殺。當你熟悉了遊戲的基本操作和流程後，便可去挑戰更高的難度。"
"[english]asw_difficulty_easy_desc"	"If you are new to games, then Easy is the setting for you.  The Swarm run more slowly and are easier to kill.  You'll have a fighting chance."
"asw_mode_normal_tt"	"完成單人戰役模式下的任務\n以解鎖更多的遊戲模式。"
"[english]asw_mode_normal_tt"	"Complete missions in Single Mission\nmode to unlock extra game styles."
"asw_mode_carnage_tt"	"異形工蜂的數量將變得更多\n但它們的生命值也會變得很低。"
"[english]asw_mode_carnage_tt"	"Swarm Drones are more numerous\nbut have less health."
"asw_mode_uber_tt"	"異形工蜂將變得更加強壯，體型也會變得更加巨大。"
"[english]asw_mode_uber_tt"	"Fight larger, stronger Swarm Drones."
"asw_mode_hardcore_tt"	"寄生蟲將會變得相當致命，而且友軍傷害會變得很高。\n此外，擁有自動瞄准能力的武器也將不再具有自動瞄准能力。"
"[english]asw_mode_hardcore_tt"	"Lethal Parasites, no auto-aim,\nfull friendly fire damage."
"asw_mission_difficulty"	"難度 %s1 %s2 %s3 %s4 %s5"
"[english]asw_mission_difficulty"	"Difficulty %s1 %s2 %s3 %s4 %s5"
"asw_cheated"	"使用作弊"
"[english]asw_cheated"	"CHEATS USED"
"asw_unofficial_map"	"你只有在官方地圖中才能獲得經驗值。"
"[english]asw_unofficial_map"	"You can only earn experience on official maps."
"asw_select_campaign"	"選擇戰役"
"[english]asw_select_campaign"	"Select Campaign"
"asw_select_saved_campaign"	"選擇已保存的戰役"
"[english]asw_select_saved_campaign"	"Select Saved Campaign"
"asw_select_single_mission"	"選擇單人戰役"
"[english]asw_select_single_mission"	"Select Single Mission"
"ASWMainMenu_Tutorial"	"IAF 訓練中心"
"[english]ASWMainMenu_Tutorial"	"IAF Training"
"ASWMainMenu_Singleplayer"	"單人遊戲"
"[english]ASWMainMenu_Singleplayer"	"Singleplayer"
"asw_menu_start_new_campaign"	"開始新的戰役"
"[english]asw_menu_start_new_campaign"	"Start New Campaign"
"asw_menu_load_campaign"	"載入已保存的戰役"
"[english]asw_menu_load_campaign"	"Load Saved Campaign"
"asw_menu_single_mission"	"單人戰役"
"[english]asw_menu_single_mission"	"Single Mission"
"asw_menu_back"	"返回"
"[english]asw_menu_back"	"Back"
"asw_menu_IAF_training"	"IAF 訓練中心"
"[english]asw_menu_IAF_training"	"IAF Training"
"asw_menu_singleplayer"	"單人遊戲"
"[english]asw_menu_singleplayer"	"Singleplayer"
"asw_menu_find_server"	"查找服務器"
"[english]asw_menu_find_server"	"Find Server"
"asw_menu_create_server"	"創建服務器"
"[english]asw_menu_create_server"	"Create Server"
"asw_vote_server"	"發起投票"
"[english]asw_vote_server"	"Start Vote"
"asw_mission_not_installed"	"未安裝此任務"
"[english]asw_mission_not_installed"	"Mission Not Installed"
"asw_campaign_not_installed"	"未安裝此戰役"
"[english]asw_campaign_not_installed"	"Campaign Not Installed"
"asw_menu_friends"	"朋友"
"[english]asw_menu_friends"	"Friends"
"asw_menu_options"	"選項"
"[english]asw_menu_options"	"Options"
"asw_menu_message_log"	"消息日志"
"[english]asw_menu_message_log"	"Message Log"
"asw_menu_quit"	"退出"
"[english]asw_menu_quit"	"Quit"
"asw_menu_resume"	"繼續遊戲"
"[english]asw_menu_resume"	"Resume Game"
"asw_menu_disconnect"	"斷開連接"
"[english]asw_menu_disconnect"	"Disconnect"
"asw_menu_player_list"	"玩家列表"
"[english]asw_menu_player_list"	"Player List"
"asw_menu_database"	"IAF 數據庫"
"[english]asw_menu_database"	"IAF Database"
"asw_swarmopedia"	"異形百科"
"[english]asw_swarmopedia"	"SWARMOPEDIA"
"aswmenu_notutorial_title"	"來自 IAF 指揮部的消息"
"[english]aswmenu_notutorial_title"	"Message from IAF Command"
"aswmenu_notutorial_body"	"在正式執行任務前，IAF 指揮部建議你先參加\nIAF 新手教程以確保你知道如何有效地命令你的隊伍。\n如果不了解如何進行移動以及就定位將會導致\n不必要的人員傷亡。"
"[english]aswmenu_notutorial_body"	"Before embarking on a full mission, IAF Command recommends you go through\nIAF Training to ensure you know how to command a squad of IAF marines\neffectively.  Failure to understand movement and holding position will result\nin unnecessary marine casualties."
"aswmenu_notutorial_skip"	"忽略"
"[english]aswmenu_notutorial_skip"	"Ignore"
"aswmenu_notutorial_start"	"開始 IAF 新手教程"
"[english]aswmenu_notutorial_start"	"Start IAF Training"
"asw_show_all_files"	"顯示全圖"
"[english]asw_show_all_files"	"Show all maps"
"asw_chooser_close"	"關閉"
"[english]asw_chooser_close"	" Close "
"asw_delete_save"	"刪除"
"[english]asw_delete_save"	" Delete "
"asw_wire_1_label"	"傳動裝置充電中："
"[english]asw_wire_1_label"	"Actuator Charge:"
"asw_wire_2_label"	"傳動裝置 2："
"[english]asw_wire_2_label"	"Actuator 2:"
"asw_wire_3_label"	"傳動裝置 3："
"[english]asw_wire_3_label"	"Actuator 3:"
"asw_wire_4_label"	"傳動裝置 4："
"[english]asw_wire_4_label"	"Actuator 4:"
"asw_bleeding"	"- 失血 -"
"[english]asw_bleeding"	"- Bleeding -"
"asw_objectives"	"目標"
"[english]asw_objectives"	" Objectives"
"asw_objectives_list"	"- 目標 -"
"[english]asw_objectives_list"	"- OBJECTIVES -"
"asw_objective_titlef"	"%s1"
"[english]asw_objective_titlef"	"%s1"
"asw_weapon_tooltip_activate"	"按下左鍵來激活"
"[english]asw_weapon_tooltip_activate"	"Left click to activate"
"asw_weapon_tooltip_change"	"按下左鍵來切換"
"[english]asw_weapon_tooltip_change"	"Left click to change"
"asw_weapon_tooltip_increase"	"點擊左鍵來提升技能"
"[english]asw_weapon_tooltip_increase"	"LEFT CLICK TO INCREASE SKILL"
"asw_weapon_details_firepower"	"單發威力"
"[english]asw_weapon_details_firepower"	"Damage Per Shot"
"asw_weapon_details_firerate"	"射速"
"[english]asw_weapon_details_firerate"	"Fire Rate"
"asw_weapon_details_reload"	"裝彈速度"
"[english]asw_weapon_details_reload"	"Reload Speed"
"asw_weapon_details_clipsize"	"彈夾容量"
"[english]asw_weapon_details_clipsize"	"Capacity"
"asw_weapon_details_altfire"	"輔助開火能力"
"[english]asw_weapon_details_altfire"	"Alternate Fire"
"asw_weapon_details_attributes"	"屬性"
"[english]asw_weapon_details_attributes"	"Attributes"
"asw_weapon_details_notes"	"注釋"
"[english]asw_weapon_details_notes"	"Notes"
"asw_weapon_details_required_level"	"解鎖等級"
"[english]asw_weapon_details_required_level"	"Unlocks at level"
"asw_weapon_details_seconds"	"秒"
"[english]asw_weapon_details_seconds"	"Sec."
"asw_no_ammo"	"- 彈藥用盡 -"
"[english]asw_no_ammo"	"- NO AMMO -"
"asw_low_ammo"	"- 彈藥量低下 -"
"[english]asw_low_ammo"	"- LOW AMMO -"
"asw_weapon_empty"	"無法撿起這件武器"
"[english]asw_weapon_empty"	"Empty Handed"
"asw_weapon_altfire_none"	"無"
"[english]asw_weapon_altfire_none"	"None"
"asw_weapon_altfire_NA"	"N/A"
"[english]asw_weapon_altfire_NA"	"N/A"
"asw_weapon_rifle"	"突擊步槍"
"[english]asw_weapon_rifle"	"Assault Rifle"
"asw_weapon_rifle_altfire"	"破片手雷"
"[english]asw_weapon_rifle_altfire"	"Frag Grenades"
"asw_weaponl_rifle"	"22A3-1 突擊步槍"
"[english]asw_weaponl_rifle"	"22A3-1 Assault Rifle"
"asw_weapon_sniper_rifle"	"狙擊步槍"
"[english]asw_weapon_sniper_rifle"	"Marksman Rifle"
"asw_weapon_sniper_rifle_altfire"	"放大目標"
"[english]asw_weapon_sniper_rifle_altfire"	"Enhanced Target Imaging"
"asw_weaponl_sniper_rifle"	"AVK-36 “神射手” 步槍"
"[english]asw_weaponl_sniper_rifle"	"AVK-36 Marksman Rifle"
"asw_weapon_sniper_rifle_attributes"	"具有穿透能力的子彈"
"[english]asw_weapon_sniper_rifle_attributes"	"Piercing Bullets"
"asw_weapon_ammo_bag"	"彈藥包"
"[english]asw_weapon_ammo_bag"	"Ammo Bag"
"asw_weaponl_ammo_bag"	"IAF 彈藥包"
"[english]asw_weaponl_ammo_bag"	"IAF Ammo Bag"
"asw_weapon_ammo_bag_attributes"	"提供彈藥補給"
"[english]asw_weapon_ammo_bag_attributes"	"Resupply Specific Ammo"
"asw_weapon_ammo_satchel"	"彈藥補給包"
"[english]asw_weapon_ammo_satchel"	"Ammo Satchel"
"asw_weaponl_ammo_satchel"	"IAF 彈藥補給包"
"[english]asw_weaponl_ammo_satchel"	"IAF Ammo Satchel"
"asw_weapon_autogun"	"自動機槍"
"[english]asw_weapon_autogun"	"Autogun"
"asw_weapon_autogun_attributes"	"自動瞄准，使用時移動速度降低"
"[english]asw_weapon_autogun_attributes"	"Auto-Aim, Slow Movement"
"asw_weaponl_autogun"	"S23A SynTek 自動機槍"
"[english]asw_weaponl_autogun"	"S23A SynTek Autogun"
"asw_weapon_chainsaw"	"電鋸"
"[english]asw_weapon_chainsaw"	"Chainsaw"
"asw_weaponl_chainsaw"	"電鋸"
"[english]asw_weaponl_chainsaw"	"Chainsaw"
"asw_weapon_chainsaw_attributes"	"無限彈藥量"
"[english]asw_weapon_chainsaw_attributes"	"Unlimited Ammo"
"asw_weapon_fire_extinguisher"	"滅火器"
"[english]asw_weapon_fire_extinguisher"	"Fire Extinguisher"
"asw_weaponl_fire_extinguisher"	"滅火器"
"[english]asw_weaponl_fire_extinguisher"	"Fire Extinguisher"
"asw_weapon_fire_extinguisher_attributes"	"可撲滅火焰"
"[english]asw_weapon_fire_extinguisher_attributes"	"Extinguishes Fires"
"asw_weapon_flamer"	"火焰噴射器"
"[english]asw_weapon_flamer"	"Flamethrower"
"asw_weaponl_flamer"	"M868 火焰噴射器"
"[english]asw_weaponl_flamer"	"M868 Flamer Unit"
"asw_weapon_flamer_altfire"	"具有滅火能力"
"[english]asw_weapon_flamer_altfire"	"Fire Extinguisher"
"asw_weapon_flamer_attributes"	"噴射火焰，請小心使用"
"[english]asw_weapon_flamer_attributes"	"Ignites, Use with Caution"
"asw_weapon_flares"	"軍用信號火炬"
"[english]asw_weapon_flares"	"Combat Flares"
"asw_weaponl_flares"	"SM75 軍用信號火炬"
"[english]asw_weaponl_flares"	"SM75 Combat Flares"
"asw_weapon_flares_attributes"	"提供自動瞄准能力"
"[english]asw_weapon_flares_attributes"	"Provides Auto-Aim Bonus"
"asw_weapon_flashlight"	"手電筒"
"[english]asw_weapon_flashlight"	"Flashlight"
"asw_weaponl_flashlight"	"手電筒附件"
"[english]asw_weaponl_flashlight"	"Flashlight Attachment"
"asw_weapon_flashlight_attributes"	"被動"
"[english]asw_weapon_flashlight_attributes"	"Passive"
"asw_weapon_grenades"	"手雷"
"[english]asw_weapon_grenades"	"Grenades"
"asw_weaponl_grenades"	"手雷"
"[english]asw_weaponl_grenades"	"Hand Grenades"
"asw_weapon_grenades_attributes"	"具有濺射殺傷能力"
"[english]asw_weapon_grenades_attributes"	"Splash Damage"
"asw_weapon_freeze_grenades"	"冷凍手雷"
"[english]asw_weapon_freeze_grenades"	"Freeze Grenades"
"asw_weaponl_freeze_grenades"	"冷凍手雷"
"[english]asw_weaponl_freeze_grenades"	"Freeze Grenades"
"asw_weapon_freeze_grenades_attributes"	"具有較大作用範圍"
"[english]asw_weapon_freeze_grenades_attributes"	"Large Radius"
"asw_weapon_grenade_launcher"	"榴彈發射器"
"[english]asw_weapon_grenade_launcher"	"Grenade Launcher"
"asw_weaponl_grenade_launcher"	"榴彈發射器"
"[english]asw_weaponl_grenade_launcher"	"Grenade Launcher"
"asw_weapon_grenade_launcher_attributes"	"具有濺射殺傷能力"
"[english]asw_weapon_grenade_launcher_attributes"	"Splash Damage"
"asw_weapon_night_vision"	"夜視鏡"
"[english]asw_weapon_night_vision"	"Nightvision Goggles"
"asw_weaponl_night_vision"	"MNV34 夜視鏡"
"[english]asw_weaponl_night_vision"	"MNV34 Nightvision Goggles"
"asw_weapon_night_vision_attributes"	"可自行充電"
"[english]asw_weapon_night_vision_attributes"	"Rechargeable"
"asw_weapon_medsat"	"醫療用品包"
"[english]asw_weapon_medsat"	"Medical Satchel"
